model_tag,method,tier,family,metric,mean,ci_low,ci_high,n
qwen25_7b,locked,tier1,evidence_vs_confidence,POR_C,0.5020120724346077,0.4708249496981891,0.5331991951710262,994
qwen25_7b,locked,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,495
qwen25_7b,locked,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,495
qwen25_7b,locked,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
qwen25_7b,locked,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
qwen25_7b,locked,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
qwen25_7b,locked,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
qwen25_7b,locked,tier1,substance_vs_format,OSR,0.7616666666666667,0.7366666666666667,0.785,1200
qwen25_7b,locked,tier1,substance_vs_format,POR_C,0.6634615384615384,0.6291208791208791,0.6978021978021978,728
qwen25_7b,locked,tier1,substance_vs_format,HHR,0.9040590405904059,0.8671586715867159,0.9372693726937269,271
qwen25_7b,locked,tier1,substance_vs_format,RSR,0.0959409594095941,0.06273062730627306,0.13284132841328414,271
qwen25_7b,locked,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.68875,0.65625,0.72,800
qwen25_7b,locked,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5117967332123412,0.47005444646098005,0.5517241379310345,551
qwen25_7b,locked,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.9872881355932204,0.9703389830508474,1.0,236
qwen25_7b,locked,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.012711864406779662,0.0,0.029661016949152543,236
